name,aliases,place,wikidata,coordinates,region,ru_group,usage
novokaterynivka,novokaterynivka;novokaterynovka;новоекатериновка;новокатеринівка,village,Q4323932,"[34.5355847, 45.3643442]",autonomous republic of crimea,,0
ilinka,ilinka;булгак;ильинка;кокей;іллінка,village,Q4199633,"[33.7823098, 45.3718343]",autonomous republic of crimea,,0
stolbovoye,stolbovoye;коруллай;курулу;стовпове;столбовое,village,Q4442858,"[33.497691, 45.363528]",autonomous republic of crimea,,0
shaumian,shaumian;шаумян,village,Q4521032,"[33.26351, 45.3622]",autonomous republic of crimea,,0
porfirevka,porfirevka;порфирьевка;порфирівка,village,Q4373487,"[33.2289569, 45.3597337]",autonomous republic of crimea,,0
vitrivka,vitrivka;vitrovka;боз оглу прикуп;боз-оглу-прикуп;ветровка;вітрівка,hamlet,Q4110074,"[33.6369497, 45.3575928]",autonomous republic of crimea,,0
rozdolne,razdolnoye;rozdolne;раздольное;роздольне,village,Q4388492,"[34.8592335, 45.361278]",autonomous republic of crimea,,0
zarichchia,zarichchia;дорте;заречье;заріччя,village,Q4187404,"[34.7094248, 45.360456]",autonomous republic of crimea,,0
komarivka,komarivka;komarovka;комаровка;комарівка;новый итак,village,Q4229354,"[34.1585914, 45.3564739]",autonomous republic of crimea,,0
prisivashnoye,prisivashnoye;присивашне;присивашное;тузлы шейх эли;тузлы-шейх-эли,village,Q4379115,"[35.016, 45.3514]",autonomous republic of crimea,,0
rovnoye,rovnoye;карасан;ровное;рівне,village,Q4395276,"[34.350461, 45.3507331]",autonomous republic of crimea,,0
marino,marino;джан баба;джан-баба;джанбаба;мар'їне;марьино;марїне,village,Q4283505,"[32.7076829, 45.3461055]",autonomous republic of crimea,,0
poltavka,poltavka;полтавка,village,Q4370781,"[34.1840163, 45.3517692]",autonomous republic of crimea,,0
syzovka,syzovka;саи;сая;сизовка;сизівка,village,Q4418996,"[33.8786941, 45.3484581]",autonomous republic of crimea,,0
zelenyi yar,zelenyi yar;зелений яр;зелёный яр;ташлыяр,village,Q4190935,"[35.9839576, 45.344839]",autonomous republic of crimea,,0
korniivka,korniivka;korniovka;кангуп;капчук;корнеевка;корніївка,village,Q4233293,"[34.8430542, 45.3431528]",autonomous republic of crimea,,0
vorobiovo,vorobiovo;воробйове;воробьево;воробьёво;кудайгул,village,Q4125257,"[33.2475723, 45.330014]",autonomous republic of crimea,,0
urozhaynoye,urozhaynoye;урожайне;урожайное;ференгейм,village,Q4477209,"[35.06561, 45.33474]",autonomous republic of crimea,,0
izvestkovoe,izvestkovoe;известковое;ізвесткове,village,Q4198430,"[33.3228707, 45.3340555]",autonomous republic of crimea,,0
tarasivka,tarasivka;tarasovka;сарона;тарасовка;тарасівка;чагир,village,Q4451778,"[34.7319, 45.33302]",autonomous republic of crimea,,0
lebedynka,lebedynka;лебединка;шеих монай;шеих-монай;шейх манай;шейх монай;шейх-манай;шейх-монай,village,Q4255916,"[34.8714716, 45.3324912]",autonomous republic of crimea,,0
zavitne,zavitne;заветное;завітне;саурчи,village,Q4183007,"[34.80949, 45.33096]",autonomous republic of crimea,,0
kholmove,kholmove;джага шеих эли;джага шейх эли;джага-шеих-эли;джага-шейх-эли;холмове;холмовое,hamlet,Q4499190,"[34.3757905, 45.3283044]",autonomous republic of crimea,,0
salhyrka,salhyrka;салгирка,hamlet,Q4405771,"[34.2904464, 45.3329912]",autonomous republic of crimea,,0
solyanoe,solyanoe;соляне;соляное,village,Q4428598,"[35.41271, 45.32856]",autonomous republic of crimea,,0
zernove,zernove;зернове;зерновое;якубовка,village,Q4191613,"[34.4822099, 45.324391]",autonomous republic of crimea,,0
nyva,nyva;нива;тегеш №1,village,Q4318421,"[33.4271058, 45.3285564]",autonomous republic of crimea,,0
azov,azov;азов,village,Q3920805,"[34.3401145, 45.3206447]",autonomous republic of crimea,,0
sierove,sierove;кучук эшкене;серово;сєрове;эшкене,village,Q4417743,"[34.6749086, 45.3242678]",autonomous republic of crimea,,0
koltsove,koltsove;кольцове;кольцово;тегеш;тегеш греческий,village,Q4229019,"[33.4490352, 45.3278324]",autonomous republic of crimea,,0
piatykhatka,piatykhatka;бешивле;бешуй уле;бешуй эли;бешуй-уле;бешуй-эли;п'ятихатка;пятихатка,village,Q4385877,"[34.2557416, 45.3222229]",autonomous republic of crimea,,0
varvarivka,varvarivka;varvarovka;варваровка;варварівка,village,Q3920768,"[34.89773, 45.32272]",autonomous republic of crimea,,0
sadove,sadove;sadovoe;sadovoye;ново царицыно;ново-царицыно;садове;садовое,village,Q7211939,"[34.6499288, 45.3065735]",autonomous republic of crimea,,0
kistochkivka,kistochkivka;kistochkovka;косточковка;кісточківка;эшкене,village,Q3197526,"[34.675702, 45.3160652]",autonomous republic of crimea,,0
furmanovo,furmanovo;мамут бай;мамут-бай;фурманове;фурманово,village,Q4493527,"[33.2241302, 45.3125046]",autonomous republic of crimea,,0
vodopoynoye,vodopoynoye;абузлар;водопойное;водопійне,village,Q4114138,"[33.8096846, 45.3162526]",autonomous republic of crimea,,0
naumovka,buzul canköy;naumovka;боз оглу джанкой;боз-оглу-джанкой;бузул джанкой;бузул-джанкой;бузуль джанкой;бузуль-джанкой;наумовка;наумівка,village,Q4314402,"[33.6407188, 45.3119005]",autonomous republic of crimea,,0
tasunove,tasunove;кош кую;кош-кую;тасунове;тасуново,hamlet,Q4452352,"[36.2229855, 45.3086662]",autonomous republic of crimea,,0
krasnoflotskoye,krasnoflotskoye;кайнаш;краснофлотское;краснофлотське,village,Q4239152,"[34.95094, 45.31139]",autonomous republic of crimea,,0
kolomenske,kolomenske;коломенское;коломенське,village,Q4228346,"[34.9179692, 45.3026198]",autonomous republic of crimea,,0
shyshkyno,shyshkyno;найдорф;шишкине;шишкино,village,Q4524773,"[33.2059397, 45.3132135]",autonomous republic of crimea,,0
velykoye,velykoye;алчин;алчин фрайган;алчин-фрайган;велике;великое,village,Q3920905,"[33.3502523, 45.3076483]",autonomous republic of crimea,,0
privetnoye,privetnoye;болек аджи;болек-аджи;булек аджи;булек-аджи;приветное;привітне,village,Q4377819,"[33.1392725, 45.3050417]",autonomous republic of crimea,,0
krylovka,krylovka;криловка;крыловка;ойбур,hamlet,Q4242817,"[33.0827353, 45.3058005]",autonomous republic of crimea,,0
veresayevo,veresayevo;вересаево;вересаєве;каялы кенегез;каялы-кенегез;комзетовка;курулу кенегез;курулу-кенегез,village,Q3920808,"[33.5004296, 45.3034077]",autonomous republic of crimea,,0
zarechnoye,zarechnoye;заречное;зарічне;тавмай;товмай,village,Q4187266,"[34.2827517, 45.3046752]",autonomous republic of crimea,,0
kurhanne,kurhanne;костель;курганне;курганное,hamlet,Q4248013,"[34.19906, 45.29388]",autonomous republic of crimea,,0
novofedorivka,novofedorivka;novofedorovka;новофедорівка;новофёдоровка,hamlet,Q4326143,"[35.0614075, 45.2929179]",autonomous republic of crimea,,0
dokuchaieve,dokuchaieve;докучаево;докучаєве;теленчи,village,Q4164362,"[34.3691089, 45.2920975]",autonomous republic of crimea,,0
romanovo,romanovo;аргин тобечик;аргин тьобечик;аргин-тобечик;аргин-тьобечик;романове;романово,village,Q4397328,"[35.8736005, 45.2921965]",autonomous republic of crimea,,0
pchilnyky,pchilnyky;аранда;пчельники;пчільники,village,Q4385064,"[34.783112, 45.2909332]",autonomous republic of crimea,,0
zernove,zernove;зернове;зерновое,village,Q4191614,"[33.8642838, 45.2885501]",autonomous republic of crimea,,0
yastrubky,yastrubky;джалаир;ястребки;яструбки,village,Q4539489,"[34.5720131, 45.2926884]",autonomous republic of crimea,,0
drofyne,drofyne;большой матис;дрофине;дрофино;малый матис,village,Q4168605,"[34.6168587, 45.2859116]",autonomous republic of crimea,,0
markove,markove;маркове;марково,village,Q7228063,"[35.00347, 45.28736]",autonomous republic of crimea,,0
runnoye,runnoye;башмак;рунне;рунное,village,Q4400133,"[33.5770243, 45.2890719]",autonomous republic of crimea,,0
hlinka,hlinka;глинка;глінка;кангил,village,Q4139788,"[33.5316019, 45.2846807]",autonomous republic of crimea,,0
pobednoye,pobednoye;победное;побєдне;шибан;шибань,village,Q4366238,"[33.4322551, 45.2882929]",autonomous republic of crimea,,0
chapaievka,chapaievka;чапаевка;чапаєвка;чапаївка;черкез тобай;черкез-тобай,village,Q4507165,"[34.8959186, 45.2845748]",autonomous republic of crimea,,0
tokarieve,tokarieve;джамчи;токарево;токарєве;япунджа,village,Q4459501,"[35.15041, 45.28324]",autonomous republic of crimea,,0
kariernoye,kariernoye;кар'єрне;карьерное;карєрне;котур новый,village,Q4216443,"[33.611873, 45.2886666]",autonomous republic of crimea,,0
novyi myr,novy myr;novyi myr;новий мир;новый мир,village,Q4326723,"[34.8712942, 45.2845487]",autonomous republic of crimea,,0
krasnoznamenka,krasnoznamenka;staryi mlyn;краснознам'янка;краснознаменка;краснознамянка,village,Q4238736,"[33.9980758, 45.2875324]",autonomous republic of crimea,,0
zolote,zolote;алатай;золоте;золотое,village,Q4193402,"[34.54136, 45.28084]",autonomous republic of crimea,,0
tunnelnoye,tunnelnoye;орта мамай №5;тунельне;туннельное,village,Q4465546,"[33.4417, 45.27878]",autonomous republic of crimea,,0
shubyne,shubyne;байгоджа;шубине;шубино;шубино байгоджа;шубино-байгоджа,village,Q4527198,"[35.20878, 45.27637]",autonomous republic of crimea,,0
leninskoe,leninskoe;qyr baylar;ахдас;ахдус;лениндорф;ленинское;ленінське,village,Q4258437,"[34.0549278, 45.2741674]",autonomous republic of crimea,,0
zhovtokamianka,zhovtokamianka;желтокаменка;жовтока́м'янка;жовтока́мянка;жовтокам'янка;жовтокамянка;орта мамай;орта мамай №4;орта-мамай,village,Q4179162,"[33.44581, 45.27569]",autonomous republic of crimea,,0
sofiivka,sofievka;sofiivka;sofiovka;sofiyivka;софиевка;софіївка,hamlet,Q4429954,"[35.12638, 45.27534]",autonomous republic of crimea,,0
zhemchuzhyna,zhemchuzhyna;жемчужина;населённый пункт совхоза чоты;чоти,village,Q4179277,"[34.65946, 45.275]",autonomous republic of crimea,,0
korolove,korolove;коджалар;корольове;королёво,village,Q4233930,"[35.7840459, 45.2718616]",autonomous republic of crimea,,0
strepetove,strepetove;джалаир чоты;джалаир-чоты;джалаїр чоти;джалаїр-чоти;стрепетове;стрепетово,village,Q4443884,"[34.60968, 45.27191]",autonomous republic of crimea,,0
khlibne,khlibne;бейс лехем;бейс-лехем;хлебное;хлібне,village,Q4498071,"[34.8732652, 45.2671245]",autonomous republic of crimea,,0
naidonovka,naidonovka;найдьонівка;найдёновка;табулды,village,Q4312421,"[34.4497551, 45.2680816]",autonomous republic of crimea,,0
hromovka,hromovka;громовка;котур;кутур,hamlet,Q4150238,"[33.6011051, 45.2716249]",autonomous republic of crimea,,0
kolosky,kolosky;колоски;ораз,village,Q4228511,"[33.2942901, 45.2695483]",autonomous republic of crimea,,0
novoselivka,novoselivka;novoselovka;антай;новоселівка;новосёловка,hamlet,Q4325870,"[34.96639, 45.26813]",autonomous republic of crimea,,0
nikolaevka,nikolaevka;миколаївка;николаевка,village,Q4320355,"[34.9298155, 45.2692047]",autonomous republic of crimea,,0
orikhivka,orikhivka;orikhovka;малые келечи;ореховка;оріхівка,village,Q4336280,"[35.0980703, 45.2638613]",autonomous republic of crimea,,0
lvove,lvove;джантора;львове;львово,hamlet,Q4271026,"[35.4732144, 45.2606004]",autonomous republic of crimea,,0
lystove,lystove;войно нова;войно-нова;войо нова;войо-нова;листове;листовое,village,Q2902839,"[33.6654564, 45.2599057]",autonomous republic of crimea,,0
annivka,annivka;annovka;алевке;алевки;аливке;анновка;аннівка,village,Q3920804,"[34.3029686, 45.2590948]",autonomous republic of crimea,,0
zhuravli,zhuravli;гортенштат;журавли;журавлі,village,Q4181709,"[33.6417675, 45.2527001]",autonomous republic of crimea,,0
orlivka,orlivka;orlovka;крымчак;орловка;орлівка,village,Q4336785,"[34.4793501, 45.2501796]",autonomous republic of crimea,,0
piny,piny;молла эли;молла-эли;пены;піни,village,Q4348686,"[34.6472168, 45.2532808]",autonomous republic of crimea,,0
suvorovskoe,suvorovskoe;багай;богай;суворовское;суворовське,village,Q4445210,"[33.37475, 45.25062]",autonomous republic of crimea,,0
shakhtyne,shakhtyne;ак кобек;ак-кобек;аккобек;шахтине;шахтино,village,Q4521421,"[35.02235, 45.25028]",autonomous republic of crimea,,0
illicheve,illicheve;ильичёво;киянлы;нейгофнунг;іллічеве,village,Q4199861,"[35.06973, 45.24891]",autonomous republic of crimea,,0
kamenolomnia,kamenolomnia;каменоломня,village,Q4211317,"[33.41904, 45.24719]",autonomous republic of crimea,,0
krasnivka,krasnivka;krasnovka;ерчи;красновка;краснівка,village,Q4238367,"[35.30147, 45.24685]",autonomous republic of crimea,,0
novosyolovka,novosyolovka;новоселівка;новосёловка,village,Q4325842,"[36.09627, 45.24616]",autonomous republic of crimea,,0
polohy,polohy;айтуган немецкий;ашага айтуган;ашага-айтуган;орта кисек айтуган;орта-кисек-айтуган;пологи,village,Q4370529,"[34.39236, 45.24582]",autonomous republic of crimea,,0
dolynka,dolynka;долинка;карагурт;каракурт;османли караурт;османли-караурт;старый карагурт,village,Q4164973,"[33.6631607, 45.2416948]",autonomous republic of crimea,,0
pryvilne,privolne;privolnoye;privylne;pryvilne;привольное;привільне,village,Q4377967,"[34.7801519, 45.2419792]",autonomous republic of crimea,,0
makivka,makivka;makovka;конрат;маковка;маківка,village,Q4275906,"[34.9750621, 45.2429111]",autonomous republic of crimea,,0
lymannoe,lymannoe;лиманне;лиманное,village,Q4261696,"[33.39809, 45.24067]",autonomous republic of crimea,,0
zybyny,zybyny;арганчик;аргинчик;зибини;зыбины,village,Q4194806,"[34.6398094, 45.2365065]",autonomous republic of crimea,,0
okhotnykove,okhotnykove;джага кущи;джага кущу;джага-кущи;джага-кущу;кушра;охотникове;охотниково,village,Q4340480,"[33.58967, 45.23929]",autonomous republic of crimea,,0
heorhiivka,georgievka;heorhiivka;heorhiovka;георгиевка;георгієвка;георгіївка,village,Q4135759,"[35.0126547, 45.2227889]",autonomous republic of crimea,,0
orlyanka,orlyanka;айдар газы;айдар-газы;гайдар качи;гайдар-качи;орлянка,village,Q4336952,"[33.56357, 45.23689]",autonomous republic of crimea,,0
sinitsyno,sinitsyno;барак;синицине;синицыно,village,Q4420342,"[35.2472007, 45.2382045]",autonomous republic of crimea,,0
trudove,trudove;trudovoe;trudovoye;бай гельды;бай-гельды;байгельды;галач;трудове;трудовое,village,Q4464360,"[33.7584975, 45.2364287]",autonomous republic of crimea,,0
mytiaieve,mytiaieve;митяево;митяєве;новый карагурт,village,Q4297011,"[33.7022362, 45.2338901]",autonomous republic of crimea,,0
prudy,prudy;аблеш;аблеш немецкий;пруди;пруды,village,Q4382528,"[34.69997, 45.23414]",autonomous republic of crimea,,0
krainyee,krainyee;крайнее;крайнє;теший,village,Q4237463,"[33.83377, 45.229]",autonomous republic of crimea,,0
kolodiazne,kolodiazne;колодезное;колодязне;чонграв,village,Q4228134,"[34.3364857, 45.2281562]",autonomous republic of crimea,,0
vershinnoye,vershinnoye;беш эль;беш-эль;бешуй эли;бешуй-эли;вершинне;вершинное,village,Q3920618,"[33.75343, 45.22282]",autonomous republic of crimea,,0
turhenieve,turhenieve;тургенево;тургенєве,village,Q4465803,"[34.270707, 45.2250971]",autonomous republic of crimea,,0
trudolyubovka,trudolyubovka;кобек;трудолюбовка;трудолюбівка,village,Q4464418,"[35.15453, 45.21973]",autonomous republic of crimea,,0
kulykivka,kulykivka;kulykovka;куликовка;куликівка;кучук актачи;кучук-актачи,village,Q4246239,"[33.6119196, 45.2184754]",autonomous republic of crimea,,0
harshyne,harshyne;биюк актачи;биюк-актачи;гаршине;гаршино,village,Q4134007,"[33.5916022, 45.2153724]",autonomous republic of crimea,,0
vostochne,vostochne;восточне;восточное;учкую,village,Q4126538,"[35.0266061, 45.2200693]",autonomous republic of crimea,,0
yarkoye pole,yarkoye pole;ярке поле;яркое поле,village,Q4538622,"[35.1991648, 45.2079396]",autonomous republic of crimea,,0
luchove,luchove;лучевое;лучове;саргил,village,Q12119043,"[34.8308228, 45.2123375]",autonomous republic of crimea,,0
kharytonivka,kharytonivka;kharytonovka;аджи кеч;аджи кечь;аджи-кеч;аджи-кечь;аджикеч;аджикечь;харитоновка;харитонівка,village,Q4495927,"[34.1471675, 45.2073533]",autonomous republic of crimea,,0
melnichnoye,melnichnoye;мельничне;мельничное;терекли шейх эли;терекли-шейх-эли,village,Q4289997,"[34.4196677, 45.1983998]",autonomous republic of crimea,,0
nadezhda,nadezhda;надежда;шолтак,village,Q4311855,"[35.0989479, 45.20649]",autonomous republic of crimea,,0
divnoe,divnoe;дивне;дивное;казанчи;каламберт,village,Q4161268,"[34.0201274, 45.2032989]",autonomous republic of crimea,,0
sumskoe,sumskoe;сумское;сумське,village,Q4446053,"[33.9685881, 45.205735]",autonomous republic of crimea,,0
nyzynnoe,nyzynnoe;низинне;низинное;топаловка,village,Q4319487,"[33.9117172, 45.2066758]",autonomous republic of crimea,,0
shirokoe,shirokoe;китай;совхоз китай;широке;широкое,village,Q4524443,"[34.0520484, 45.199141]",autonomous republic of crimea,,0
melnyky,melnyky;мельники;мельники);шавхал,village,Q4289806,"[34.6189666, 45.1965479]",autonomous republic of crimea,,0
udarnoye,udarnoye;бочала;ударне;ударное,village,Q4469315,"[34.46754, 45.19741]",autonomous republic of crimea,,0
vasilkovoe,vasilkovoe;аппак джанкой;аппак-джанкой;василькове;васильковое,village,Q3920803,"[35.3124112, 45.2031031]",autonomous republic of crimea,,0
novoandriivka,novoandreevka;novoandriivka;novoandriovka;кашик дегермен;кашик дегирмен;кашик-дегермен;кашик-дегирмен;новоандреевка;новоандріївка,village,Q4323138,"[34.09607, 45.19672]",autonomous republic of crimea,,0
yachmennoe,yachmennoe;парпач;ячменное;ячмінне,village,Q4539873,"[35.5342, 45.198]",autonomous republic of crimea,,0
frontovoe,frontovoe;кой асан;кой-асан;фронтове;фронтовое,village,Q4493058,"[35.45494, 45.19535]",autonomous republic of crimea,,0
ogonky,ogonky;огоньки;орта эли;орта-эли;ортель,village,Q4331180,"[36.32561, 45.19466]",autonomous republic of crimea,,0
novooleksandrivka,novoaleksandriyevka;novoaleksandrovka;novooleksandriivka;novooleksandrivka;novooleksandrovka;novoolexandrivka;новоалександровка;новоолександрівка;новоолександрівка),hamlet,Q4323013,"[34.28284, 45.19054]",autonomous republic of crimea,,0
shelkovichnoe,shelkovichnoe;темеш;шелковичное;шовковичне,village,Q4522655,"[33.6861769, 45.1878652]",autonomous republic of crimea,,0
krasnoselskoe,krasnoselskoe;красносельское;красносільське;новый босалак,village,Q4239048,"[35.18886, 45.1823]",autonomous republic of crimea,,0
krymskoe,krymskoe;авель;кримське;крымское,village,Q4242971,"[33.802053, 45.1850419]",autonomous republic of crimea,,0
diatlivka,diatlivka;diatlovka;дятловка;дятлівка,hamlet,Q7276627,"[35.0539936, 45.1790757]",autonomous republic of crimea,,0
sukhorichchia,sukhorichchia;джага мамыш;джага мемиш;джага-мамыш;джага-мемиш;мамиш;мемиш;сухоречье;сухоріччя,village,Q4447395,"[34.08474, 45.17921]",autonomous republic of crimea,,0
storozhevoe,storozhevoe;азат;сторожеве;сторожевое,village,Q4443112,"[33.90587, 45.17784]",autonomous republic of crimea,,0
pavlovka,pavlovka;калиновка;павловка;павлівка;тагай;тогай;тогай вакуф;тогай-вакуф,village,Q4341609,"[34.714195, 45.1799439]",autonomous republic of crimea,,0
zhuravyovka,zhuravyovka;журавлёвка;журавлівка;менглерчик;менлерчик;минглерчик;минлерчик,village,Q4181808,"[33.9969058, 45.175735]",autonomous republic of crimea,,0
vidrodzhennia,vidrodzhennia;возрождение;відродження;новий карабай;новый карабай;яни карабай;яни-карабай,village,Q4114946,"[35.03197, 45.17269]",autonomous republic of crimea,,0
vladislavovka,vladislavovka;владиславовка;владиславівка;онгуй,village,Q4113340,"[35.3776003, 45.1654139]",autonomous republic of crimea,,0
novozhylivka,novozhylivka;novozhylovka;беш аран;беш-аран;бешаран;бешаран отар;бешаран-отар;бешеран;новожиловка;новожилівка;отар беш аран;отар-беш-аран;юхары бешаран;юхары-бешаран,village,Q4323977,"[34.2353254, 45.1640416]",autonomous republic of crimea,,0
novopokrovka,novo pokrovka;novopokrovka;новопокровка,village,Q4324974,"[35.2539191, 45.1639972]",autonomous republic of crimea,,0
severnoe,severnoe;джапар;джепар;северное;сєверне,village,Q4412159,"[34.72984, 45.15861]",autonomous republic of crimea,,0
lesnovka,lesnovka;лесновка;ліснівка,village,Q4259582,"[33.6206529, 45.1538365]",autonomous republic of crimea,,0
lugovoye,lugovoye;кангил;канлык;лугове;луговое,village,Q4268039,"[34.4919323, 45.149]",autonomous republic of crimea,,0
kostyrino,kostyrino;костиріне;костырино;чонгелек,village,Q4235637,"[36.36749, 45.14866]",autonomous republic of crimea,,0
vladimirovka,vladimirovka;владимировка;володимирівка,village,Q4113188,"[33.5774913, 45.1479847]",autonomous republic of crimea,,0
stepove,stepove;stepovoe;stepovoye;камбар;камбары;степное;степове;степовое,village,Q4442109,"[33.8912798, 45.1504278]",autonomous republic of crimea,,0
partyzany,partyzany;партизани;партизаны;шеих эли;шеих-эли;шейх эли;шейх-эли,village,Q4345925,"[35.15488, 45.14213]",autonomous republic of crimea,,0
geroiskoe,geroiskoe;ашага джагамин;ашага джамин;ашага-джагамин;ашага-джамин;геройское;геройське;горьковское,village,Q4137480,"[33.7462261, 45.1375027]",autonomous republic of crimea,,0
krasnoye,krasnoye;красне;красное;чалгары;чолгар;чолгары,village,Q4238609,"[34.0967889, 45.1387381]",autonomous republic of crimea,,0
dolynivka,dolynivka;dolynovka;долиновка;долинівка;старая бурульча,village,Q4164999,"[34.38068, 45.14042]",autonomous republic of crimea,,0
yarke,yarke;баш киргиз;баш-киргиз;ярке;яркое,village,Q4538618,"[35.8526586, 45.1377887]",autonomous republic of crimea,,0
valentynove,valentynove;валентинове;валентиново;юхары джамин;юхары-джамин,village,Q3920910,"[33.8383944, 45.1389778]",autonomous republic of crimea,,0
vasilyevka,vasilyevka;васильевка;василівка;василівка (білогірський район,village,Q3920800,"[34.72607, 45.13595]",autonomous republic of crimea,,0
myronivka,mironivka;mironovka;myronivka;myronovka;карабай;мироновка;миронівка,village,Q7224852,"[34.56848, 45.13389]",autonomous republic of crimea,,0
vyshenne,vyshenne;вишенне;вишенное;мушаш,village,Q4112641,"[34.59938, 45.13355]",autonomous republic of crimea,,0
zhuravky,zhuravky;журавки;сеит эли;сеит-эли,village,Q4181697,"[35.2183016, 45.129421]",autonomous republic of crimea,,0
klyonovka,klyonovka;кленівка;клёновка;туатай;туватай,village,Q4224602,"[34.1946142, 45.1242091]",autonomous republic of crimea,,0
ukrainka,ukrainka;кады эскер кой;кады-эскер-кой;казыаскеркой;тубенкой;украинка;украинское;українка;українське,village,Q4470421,"[34.279163, 45.1308751]",autonomous republic of crimea,,0
zolote pole,zolote pole;джайлав сарай;джайлав-сарай;золоте поле;золотое поле;святогорье;цюрихталь,village,Q474871,"[34.99283, 45.12634]",autonomous republic of crimea,,0
uzlovoe,uzlovoe;вузлове;узловое,village,Q4469851,"[35.3990682, 45.126]",autonomous republic of crimea,,0
khlibne,khlibne;колпак;кырк;хлебное;хлібне,village,Q4498066,"[34.84692, 45.126]",autonomous republic of crimea,,0
malinovka,malinovka;азамат;малиновка;малинівка;малинівка),village,Q4277852,"[34.7361918, 45.1312753]",autonomous republic of crimea,,0
chervone,chervone;chervonoe;chervonoye;червоне;червонное;червоное,village,Q4512180,"[33.6860014, 45.1200868]",autonomous republic of crimea,,0
primorski,primorski;дальние камыши;приморский;приморський;хафуз,town,Q800072,"[35.4815631, 45.1191428]",autonomous republic of crimea,,0
rusakivka,rusakivka;rusakovka;кокей русский;русаковка;русаківка,village,Q4400234,"[34.47132, 45.1181]",autonomous republic of crimea,,0
matrosivka,matrosivka;matrosovka;матросовка;матросівка,village,Q4284980,"[35.1422165, 45.1166218]",autonomous republic of crimea,,0
prudy,prudy;большие пруды;ишунь болгарский;пруди;пруды,village,Q4382526,"[34.8943887, 45.1232293]",autonomous republic of crimea,,0
volodymyrivka,vladimirovka;volodymirivka;volodymyrivka;volodymyrovka;владимировка;володимирівка;конечи,village,Q4113130,"[34.29451, 45.11536]",autonomous republic of crimea,,0
chobotarka,chobotarka;чеботар;чеботарка;чоботар;чоботарка,village,Q4508075,"[33.6580115, 45.1145567]",autonomous republic of crimea,,0
shafrannoe,shafrannoe;карт мышик;карт-мышик;картмышик;картмышик немецкий;шафранне;шафранное,village,Q4521099,"[33.9140136, 45.1145883]",autonomous republic of crimea,,0
nizhnekurgannoe,nizhnekurgannoe;ашага асма;ашага осма;ашага-асма;ашага-осма;нижнекурганное;нижньокурганне;нижняя осма,village,Q4318885,"[34.235143, 45.1144528]",autonomous republic of crimea,,0
makovskoye,makovskoye;маковское;маківське,village,Q4275936,"[35.20981, 45.1133]",autonomous republic of crimea,,0
mikhailovka,mikhailovka;михайловка;михайлівка;тузла,village,Q4297608,"[33.6041422, 45.1133575]",autonomous republic of crimea,,0
pervomaiskoe,pervomaiskoe;бей таныш;бей-таныш;бейтаныш;бий таныш;бий-таныш;бийтаныш;первомайское;первомайське,village,Q4349513,"[34.0638, 45.11158]",autonomous republic of crimea,,0
tutovka,tutovka;тутовка;тутівка,village,Q4466622,"[35.1984777, 45.1118154]",autonomous republic of crimea,,0
izobilnoye,izobilnoye;асан бай;асан-бай;гасанбай;изобильное;ізобільне,village,Q4198717,"[35.2021256, 45.1106037]",autonomous republic of crimea,,0
prolom,prolom;пролом,village,Q4380586,"[34.71954, 45.10986]",autonomous republic of crimea,,0
mezhgornoe,mezhgornoe;межгорное;міжгірне;новые лезы;новый лез,village,Q4288077,"[33.8583226, 45.1000583]",autonomous republic of crimea,,0
zhemchuzhina kryma,zhemchuzhina kryma;жемчужина криму;жемчужина крыма,village,Q4179280,"[35.1877991, 45.0979137]",autonomous republic of crimea,,0
davydove,davydove;давидове;давыдово;шейх кой;шейх-кой;шейхкой,village,Q4153866,"[34.20318, 45.09682]",autonomous republic of crimea,,0
babenkove,babenkove;бабенкове;бабенково;большой эссен эли;большой эссен-эли;эссен эли;эссен-эли,village,Q3920806,"[35.1299338, 45.0953307]",autonomous republic of crimea,,0
lhovske,lhovske;льговское;льговське,village,Q4271157,"[34.9570516, 45.0956941]",autonomous republic of crimea,,0
verkhnekurgannoe,verkhnekurgannoe;асма;верхнекурганное;верхньокурганне;верхняя асма;верхняя осма;юхары асма;юхары осма;юхары-асма;юхары-осма,village,Q3920763,"[34.2428824, 45.0915193]",autonomous republic of crimea,,0
nekrasove,nekrasove;мелек;некрасове;некрасово,hamlet,Q4316617,"[34.7726297, 45.0940777]",autonomous republic of crimea,,0
belaya skala,belaya skala;ак кая;ак-кая;аккая;белая скала;біла скеля,village,Q3920795,"[34.6203789, 45.0944738]",autonomous republic of crimea,,0
vydne,vydne;видне;видное;розальевка,hamlet,Q3920802,"[35.2436205, 45.0929317]",autonomous republic of crimea,,0
sadovoe,sadovoe;капысталык;садове;садовое,village,Q4404728,"[35.1971, 45.0927]",autonomous republic of crimea,,0
dobroliubovka,dobroliubovka;булганак;добролюбовка,village,Q4163713,"[34.87781, 45.09064]",autonomous republic of crimea,,0
muromske,muromske;малый бурундук;муромское;муромське,village,Q4308197,"[34.85206, 45.09064]",autonomous republic of crimea,,0
chaikino,chaikino;чайкине;чайкино;чуйке,village,Q4506782,"[34.08302, 45.08823]",autonomous republic of crimea,,0
tsvitochne,tsvitochne;новая бурульча;цветочное;цвіточне,village,Q4503550,"[34.38549, 45.08755]",autonomous republic of crimea,,0
